"bionet_name","species_code","original_source","trait_code","norm_value","best","lower","upper","raw_value","notes"
"Acacia verniciflua","3895","Wark 1997","repr3",NA,3,NA,NA,"First flowering, F3",NA
"Correa reflexa","5772","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Correa reflexa","5772","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Epacris impressa","2597","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Epacris impressa","2597","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Goodenia ovata","3192","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Goodenia ovata","3192","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Ozothamnus ferrugineus","8885","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Ozothamnus ferrugineus","8885","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Indigofera australis","2882","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Indigofera australis","2882","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Olearia lirata","1598","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Olearia lirata","1598","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Olearia phlogopappa","1607","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Olearia phlogopappa","1607","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Olearia ramulosa","1611","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Olearia ramulosa","1611","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Pultenaea daphnoides","2985","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Pultenaea daphnoides","2985","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Pultenaea scabra","3016","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Pultenaea scabra","3016","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Pimelea humilis","6179","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Pimelea humilis","6179","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Pimelea linifolia","6182","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Pimelea linifolia","6182","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Leptospermum continentale","7970","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Leptospermum continentale","7970","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Solanum laciniatum","6087","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Solanum laciniatum","6087","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Spyridium parvifolium","5600","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Spyridium parvifolium","5600","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Acaena novae-zelandiae","5604","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Acaena novae-zelandiae","5604","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Asperula scoparia","5659","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Asperula scoparia","5659","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Aster subulatus","1280","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Aster subulatus","1280","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Cirsium vulgare","1400","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Cirsium vulgare","1400","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Dichondra repens","2222","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Dichondra repens","2222","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Geranium solanderi","3156","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Geranium solanderi","3156","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Euchiton involucratus","9904","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Euchiton involucratus","9904","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Euchiton sphaericus","9690","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Euchiton sphaericus","9690","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Gonocarpus tetragynus","3247","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Gonocarpus tetragynus","3247","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Galium binifolium","5681","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Galium binifolium","5681","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Hydrocotyle callicarpa","1124","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Hydrocotyle callicarpa","1124","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Hydrocotyle hirta","8461","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Hydrocotyle hirta","8461","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Hydrocotyle laxiflora","1128","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Hydrocotyle laxiflora","1128","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Hypericum gramineum","7240","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Hypericum gramineum","7240","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Opercularia varia","5701","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Opercularia varia","5701","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Phyllanthus gunnii","2746","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Phyllanthus gunnii","2746","Wark 1997","repr3",NA,3,NA,NA,"First flowering, F3",NA
"Poranthera microphylla","7395","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Poranthera microphylla","7395","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Rorippa dictyosperma","1842","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Rorippa dictyosperma","1842","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Senecio velleioides","1680","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Senecio velleioides","1680","Wark 1997","repr3",NA,2,NA,NA,"First flowering, F2",NA
"Stellaria flaccida","2004","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
"Stellaria flaccida","2004","Wark 1997","repr3",NA,1,NA,NA,"First flowering, F1",NA
"Stellaria pungens","2008","Wark 1997","surv1","None",NA,NA,NA,"Regeneration strategy, OSR",NA
