bionet_name,species_code,original_source,trait_code,norm_value,best,lower,upper,raw_value,notes
Caladenia cardiochila,12289,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Caladenia cardiochila,12289,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Caladenia catenata,6703,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Caladenia catenata,6703,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Caladenia tentaculata,9593,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Caladenia tentaculata,9593,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Cyrtostylis reniformis,6889,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Cyrtostylis reniformis,6889,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Dipodium punctatum,7887,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Dipodium punctatum,7887,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Eriochilus cucullatus,4460,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Eriochilus cucullatus,4460,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Prasophyllum odoratum,4516,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Prasophyllum odoratum,4516,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Pterostylis longifolia,4559,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Pterostylis longifolia,4559,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Pterostylis nutans,4562,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Pterostylis nutans,4562,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Pterostylis nana,4561,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Pterostylis nana,4561,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Pterostylis parviflora,4566,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Pterostylis parviflora,4566,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
Thelymitra flexuosa,4595,Wark 1997,surv1,All,NA,NA,NA,"Regeneration strategy, ORR",NA
Thelymitra flexuosa,4595,Wark 1997,repr3a,1,1,NA,NA,"First flowering, F1; Regeneration strategy, ORR",NA
